Product ID,Store ID,Predicted Demand
8493,85,240.99338584232282
9118,20,246.49749267704334
1590,43,249.37235599049632
2222,61,250.45369098471656
5183,56,254.12066091601483
2708,1,238.10611863337564
3982,83,259.1113211570752
6180,36,252.2899571981202
8187,93,260.8973920249448
8175,48,248.3113786008559
6473,89,254.82421132887572
3477,1,245.4987842029002
2290,95,245.55236713905262
9181,64,253.90587459299206
7423,75,250.2565373552423
4497,33,242.7268029165745
2910,11,243.42947260847248
4964,62,247.6671606265627
5996,23,243.54947312246347
2795,90,260.27347692903624
9612,63,243.7579301109848
7445,44,247.49210041135342
3876,21,245.0386734031972
3971,94,251.5112608076713
3576,51,248.34286243931385
2546,21,241.27249362092172
7912,81,247.70140905514202
8412,26,243.20867976570193
9555,42,260.85459957784815
8718,50,243.8573363823374
1180,3,244.15631144056275
2279,69,248.28667789083107
6448,93,245.72345994133553
5687,77,243.17599223855925
6403,70,246.05715897535393
9955,30,243.82742149810298
8720,49,251.67488877139104
1576,73,253.71972912961456
7007,29,246.08286302330768
4531,89,250.97889824347422
9787,85,251.51439007129306
2450,18,253.3535807778538
6948,62,251.47194821524894
7538,47,252.90294266214391
7550,57,239.85567142276068
8108,70,241.64435686267737
4799,41,260.14383433062704
6335,70,253.48909918057944
4898,22,250.260922164617
7910,31,248.32575072200493
5643,77,241.3086869717257
8012,52,251.70829888357991
5347,94,249.82916328329162
4057,37,238.18095262587684
9290,19,245.03536635107542
3691,16,241.81867552459917
5902,45,245.41935347855707
4264,93,248.50485288270158
2287,12,244.9999880535869
6313,86,257.09492214815697
3062,64,239.49752349877375
6591,54,240.21749018822274
1438,86,250.59789035419507
8853,14,249.98509985012407
6356,18,246.41631389312545
9071,64,246.90092020399348
4695,86,250.04979150956112
4121,18,245.52563730275207
6543,87,245.65657204232457
2573,86,257.1062294123708
7255,34,250.2133611911317
3320,23,244.30088791250265
1238,10,240.92903853918185
6175,37,243.05231514852912
1815,75,250.87700068952728
2077,37,257.41136803567304
9801,21,255.675906641648
5020,54,242.28941045703178
6935,87,252.34998108851633
1526,29,241.64986101574348
7623,51,254.17409800738827
7499,30,240.68949068936598
6098,47,240.43101618421815
1604,97,255.98838162272713
1235,79,257.342396571163
6351,19,251.3321021592178
8263,57,243.42867894774247
5762,91,251.92165657539928
9690,22,248.1021656977878
8240,44,247.48169019479644
2319,61,248.70302597110816
6118,57,239.59882203330372
6542,88,247.18308844377466
6912,43,249.78778500118236
9230,99,257.05712421953626
8188,12,246.96448841847624
7678,57,247.16633726206143
9934,14,242.66431108044998
4826,75,245.25314234095651
1683,48,254.42565797902037
6678,62,257.00414017878336
7296,50,252.1273224334151
3368,47,249.84656651357884
9907,75,254.39867861063544
2976,20,249.68234859996355
5856,88,256.98282092657223
1199,77,247.3776339024939
5622,28,244.65970792386273
1729,26,247.71128280082866
4152,39,239.59049159767505
5907,40,251.09598469322108
6638,54,250.26675483507577
3547,99,244.1725014191466
5747,86,250.35116861241096
5183,30,250.40232773333162
3507,51,252.9689410272719
7704,91,252.22263166298904
3583,81,247.3077689664716
7261,55,251.6131049277854
3937,55,242.9658298445141
6689,51,247.781641586171
2327,92,249.974607682155
5673,12,254.73310488909945
7955,78,247.54921441516134
7304,99,258.3027030595427
1072,10,248.9372585068684
9919,72,244.32203153171062
9453,80,251.37317479387866
6652,23,249.5997360132626
7508,93,248.09233348677287
6448,84,253.40699778623022
6243,27,245.23712296878566
9757,51,244.58729362080658
1760,13,251.18646565717424
3807,27,249.84596165486056
3640,67,240.4715352056546
6255,92,260.32258363492815
6236,79,257.4173305849625
5946,5,242.5040630916732
3956,59,252.25209189509474
3651,99,253.6016731136918
5002,85,252.27202802749497
9183,50,255.28420713615495
4085,85,249.41872755163848
8114,38,251.62554660419008
2202,55,246.4151517062367
9279,95,261.6530580905196
4539,66,250.68432739588596
4843,5,247.52303974870046
9210,12,254.65361085992038
9172,37,251.1917105612659
2197,4,241.98171930596578
8505,71,241.76977725596262
4743,42,239.95369287455864
6529,6,248.06099545311622
6465,66,246.927796493443
9049,26,240.59513235279556
1232,84,258.94322831697735
5471,76,256.5857107482324
3687,27,250.6210534745696
6613,28,243.7930312068519
2415,6,240.4600124826951
9093,64,247.61952308852057
1589,3,233.45435962525391
4551,86,256.4113320343758
5185,24,240.61104468987764
4497,82,248.38478801595517
5335,89,247.49911034323802
6239,85,250.80520025421492
5094,35,234.26862642749572
7998,25,249.857110002824
6770,4,240.2058773078474
8988,54,244.73712996496081
9254,81,253.65676091354956
3422,54,250.7317038525135
5080,44,257.26167917888563
2031,20,240.33880508529202
2187,4,242.86377246719644
2755,29,240.59469188852046
2145,66,246.91919202693146
5244,94,254.604212066889
6153,58,262.2733967768582
3222,48,244.3600996710704
3250,39,249.2846101889115
6082,51,243.5144354732664
2497,75,243.6854459371396
8705,2,244.93160351141748
8761,98,248.76968064514412
6074,63,257.5785162885825
2967,80,257.53095247855526
5670,92,243.75437818637582
3528,53,241.9398939155982
9666,73,257.0126898912174
6548,90,252.6034727105334
7960,7,238.22923389568695
6838,22,248.73639304699338
8387,22,250.25840103585858
9208,55,256.0778149660511
1233,58,242.1965727017497
3331,72,245.0287913682893
8739,96,254.00996089367038
1248,95,253.88374687476943
8012,7,245.54623726112013
4507,86,246.521071607493
6875,42,249.8989011505097
4258,48,239.6373852335046
5384,32,240.15641173328157
6043,29,248.56236364534442
9773,21,251.83943289808644
1005,97,250.3283317100889
8349,2,252.3574734477391
8327,31,255.601999946159
1835,68,253.62329879215298
2346,5,242.50279769504348
6335,75,252.02898730888376
1186,61,249.4462311468532
4160,62,251.4593497095641
6318,13,252.73875079264985
8798,72,252.73647285047397
3607,60,248.11891920794812
6186,52,248.09155554149436
4619,97,248.2409472132949
6431,39,240.56861684209773
8474,21,243.6178690485929
7715,66,255.16615534815952
2977,76,251.48634324115534
2922,13,237.5741008140306
6417,75,243.81499264069072
1993,21,244.93109374028808
8866,31,248.85288933094841
2527,95,255.16555218255522
2504,95,249.35390593868883
1040,52,247.0168064204174
8218,96,246.20029219125823
4926,69,249.2316627183199
3472,38,248.10109690252844
2214,36,254.28112063819134
8202,2,248.1415440550475
5812,58,243.32709607365794
5827,2,238.33638269834694
6576,42,245.04234351794855
8678,62,248.84100459736106
9705,85,251.27323716027914
5226,21,239.2601167755988
1451,38,251.36262558628897
8934,50,253.36128865919827
1865,33,244.82947482303328
9987,91,262.73314481046964
9414,96,254.2126118945662
5687,16,242.06669503053715
2641,88,259.92668306360827
6521,82,246.8922069356988
4525,20,236.77616739336477
8462,80,261.72051789972716
4446,55,252.00447168576522
6375,59,259.08246301508217
8735,91,261.5189692474085
7724,31,239.77520004445728
5718,63,248.9739640079776
1827,43,248.8593033229697
3587,76,246.69389544967527
8746,54,247.2480938626905
3092,95,251.1473712567177
8645,66,247.5044643016186
5059,85,244.97120387389091
6690,16,244.35590554250047
1008,6,251.70169234232176
8326,73,252.76549864927864
1347,42,249.5738649831084
7174,63,252.31572641207237
8848,79,250.40268540496626
9280,13,243.97188439808772
2122,47,252.87236864117796
1789,9,246.14368550762143
6441,21,245.04350493032175
9575,33,238.7643317117181
3284,39,249.94882733779306
1147,8,239.8088395443408
8326,12,244.41043261304392
9910,29,247.91224299519277
2162,20,244.55961531465348
1437,94,247.65197564145186
9011,40,243.9080071050017
8101,98,261.0031633713058
7733,62,259.57905658210666
7626,24,248.11650139313292
1853,39,244.94244631591758
6138,24,248.31638588919301
6714,76,251.61647019744535
8906,18,248.499203225997
8872,92,249.1263129587507
3511,10,241.00799977906237
3426,93,250.4592024360514
9578,16,245.55330223404593
3323,9,249.7039271595564
9368,16,252.8204054436595
6986,34,248.21972859856538
1379,88,255.48762260178268
8712,87,258.9121762975152
8642,67,243.80612671762998
2907,86,261.05308621059373
3275,73,247.7467613139801
1144,33,240.27329982110388
3433,43,246.77975418910745
7345,40,244.95990497916577
4067,27,250.255850742163
3672,30,241.10551840865503
2021,61,248.92690781191374
3461,54,250.08056617397315
7711,35,256.3565108548175
9803,64,255.99537996170054
3149,2,249.6589302187037
5781,28,242.6788647797649
2521,55,242.84579105043352
6648,99,251.1182191247443
1746,28,250.3490437950873
2402,8,252.30326690085474
5398,48,244.59526670803638
3347,61,244.55549641663544
8563,80,254.83981671665617
3622,76,249.73180592868238
3714,33,251.3033568894043
1513,41,243.20128532014354
2098,73,253.08331035973808
2837,59,252.45097451065686
9274,31,251.77332144199687
5668,36,253.66770149186368
1873,78,246.15744375704645
7817,49,243.21846741613388
6559,76,254.28716594543602
1744,14,252.24103663034103
2265,61,252.0696471207079
4555,77,250.29542953168632
2852,54,252.16081865695404
4031,23,244.73801596819132
7649,84,257.22781927985346
8816,28,252.26492249892013
4011,14,249.26236051696293
6054,39,243.7957885916377
9969,8,248.6594792053699
9766,25,255.1390504653903
4924,5,244.47648772984212
7860,88,241.7006282674769
2088,76,244.95632977368814
8262,65,248.77699462550044
2302,68,242.36681491194506
5890,89,254.55864070056225
4169,37,243.15432645119205
4406,61,250.27743558822058
6465,28,244.66306824947227
6853,88,254.88361798061092
7064,70,257.04045145074855
3172,41,253.8163404966525
8394,27,245.60709505168379
5543,14,243.2246069576464
9415,42,247.12003321198887
2953,96,247.80786268621367
3019,13,240.76061197113566
6548,84,256.1628570275524
5579,65,242.51472638453066
8766,92,254.6096075385874
3616,91,254.37031053538382
4531,22,245.84690563563885
8583,48,244.80214888749035
4757,80,245.05014865023065
8895,49,253.2215234315359
5972,83,249.02077657169374
2017,61,241.91360886222114
1734,86,245.64402851448745
7460,39,253.2989347184838
3263,40,246.07134462778367
6143,47,253.33826871267706
2785,41,244.3500507107807
7115,66,243.5879498554406
4792,48,246.34460794773102
9330,13,250.52037254870692
5754,35,244.10478074509336
9265,4,244.35901704288742
5292,44,247.78403789053803
4266,51,249.74366461964658
2807,84,254.54520925908307
9423,55,251.70221817398493
1049,85,253.26631158723367
9350,26,254.8676380999915
8543,41,248.84520771310912
6550,29,241.63063383021597
5095,88,249.69328586148268
6297,63,248.8132433111039
5604,84,247.72443474905216
3627,52,246.95330011436457
4671,40,244.55150264921826
2548,46,254.59953249130228
9294,20,254.57378118908457
1564,54,240.34415301295937
7302,54,260.75527896211634
1694,6,245.58824522061803
2021,38,252.22687797372552
1481,87,248.9100971087076
6711,47,246.8711328969958
8449,17,244.706893577739
4720,33,238.3277919044861
8326,78,255.14838793856057
5765,43,247.0882591190964
6757,45,241.70204783096537
3900,36,250.64533270401535
6538,44,247.9034140468891
5582,11,249.49504224524046
8632,22,254.2503782761634
2078,89,252.18573382442312
2226,14,253.3188349119314
