Product ID,Store ID,Price,Predicted Sales
9718,36,26.18,256.6119444662496
7704,54,61.84,256.5613790492313
8384,75,58.11,256.5564201121834
5357,52,49.22,256.5559223393665
7179,52,58.44,256.5507700385063
9430,59,34.69,256.5480091950056
8457,24,9.62,256.53525425284107
7259,19,48.46,256.53214012944954
7977,40,8.37,256.53138246819515
9364,60,28.24,256.53048793523766
9754,43,63.43,256.5260344763718
7305,69,5.65,256.5180549988498
9386,77,69.13,256.5017570129614
9238,76,18.61,256.4993405394755
9792,63,46.01,256.4989974946623
7549,86,28.3,256.49271666789423
5468,64,12.01,256.4647820604462
8902,77,53.36,256.4500551814598
6844,83,52.16,256.43576781437883
3953,92,38.28,256.43571676289537
6131,69,20.05,256.4307170235686
4174,62,21.25,256.4131632916471
9003,28,5.63,256.3970216113804
9862,73,20.59,256.3875397218719
8865,84,83.31,256.371040638624
9817,94,41.63,256.3650572392504
5587,30,13.98,256.3617954751011
9625,88,27.36,256.359711357192
6341,76,19.7,256.35915429797154
9151,53,62.68,256.35720531558786
9650,53,10.46,256.357119625016
9776,88,10.97,256.34495789473584
9527,76,17.93,256.3373578606066
7633,57,22.83,256.3345259246658
8810,16,49.36,256.3291930126843
9058,97,44.99,256.32778145239257
9431,78,60.47,256.32133167603763
4837,98,74.15,256.31759772085064
7473,78,84.18,256.3111952038049
8289,47,64.62,256.30656784407074
9191,13,67.55,256.3016362228833
9075,84,23.74,256.29892278838423
6235,54,58.08,256.2948449392944
7588,36,71.6,256.26562745878715
9686,84,33.6,256.2488896768907
9387,95,36.59,256.2444245157642
9284,91,70.37,256.2429434675428
9505,34,44.01,256.2376095470537
8082,75,6.17,256.23291355091425
8612,94,30.16,256.2328713318231
9777,92,6.75,256.21748614127847
7817,20,68.83,256.2064170524865
9535,3,72.01,256.19766807406944
9379,52,64.01,256.18978481984686
1489,78,23.95,256.18672906735895
6675,56,25.67,256.1828571657342
6128,51,19.44,256.1789987310738
9132,72,88.18,256.17895661738606
9215,43,32.89,256.16903085757224
4510,62,57.11,256.15816097763553
6036,69,79.27,256.15731992409656
3113,54,50.34,256.14221527968306
8445,83,54.3,256.0963943070041
5897,85,19.19,256.09561228259076
9141,99,69.51,256.09513877546556
3107,87,48.09,256.0909813954676
9933,77,86.78,256.0795517028263
9902,60,11.49,256.07569564642733
7897,73,48.6,256.07533439931944
5181,98,5.24,256.07012854929167
7680,87,20.31,256.0687615748516
8552,80,22.1,256.0647831061689
9499,84,63.11,256.0607049590964
6362,97,10.86,256.05665331731666
9225,80,37.48,256.0525073232328
7688,54,43.9,256.0501121585746
9748,66,11.07,256.04635262445885
9853,7,11.71,256.0446472112306
9708,41,7.53,256.03912916165444
5685,80,23.72,256.0269065880265
7091,45,96.78,256.0220704599891
8581,12,20.96,256.01168372152534
6459,36,40.1,256.0113375444355
6399,88,46.03,256.00313858585184
8890,98,51.75,255.9970436533518
8036,87,71.09,255.98431981298103
3933,91,26.77,255.9758790053397
8875,95,19.63,255.97029503223365
8177,87,21.42,255.9596674457359
7007,58,24.78,255.94877890791838
3933,84,6.82,255.94658434908575
9006,10,66.82,255.94148145923478
8553,74,77.14,255.9321566224529
6067,68,20.44,255.93076513734258
9597,84,48.43,255.91754294171838
8298,48,64.78,255.90287905476035
4831,68,50.12,255.88486917352785
7300,66,9.44,255.88158953999255
8370,99,46.62,255.8815872120008
6714,86,14.11,255.85962945722608
7603,89,10.34,255.8496071344627
9469,47,35.34,255.82812562716404
5512,88,44.86,255.82756941928474
6798,97,28.91,255.81625444829962
5626,92,46.39,255.80748801256655
8924,63,9.56,255.7979544096387
6351,55,91.69,255.78878984351252
2324,96,29.39,255.78513549155497
7703,87,66.71,255.7836175431502
9461,72,19.3,255.78254899881279
5221,80,67.39,255.7717901863815
3810,54,16.75,255.75989399191567
9892,91,94.88,255.72230490062816
4817,61,47.9,255.7137377733747
3756,14,98.38,255.71068799593417
8081,56,22.54,255.70986723163415
7407,42,29.36,255.70090888834875
8618,49,5.35,255.69426367438953
6894,55,33.67,255.6941937207727
9770,63,49.39,255.68649293341437
7763,86,13.64,255.6815297934539
9732,32,22.95,255.6785360196282
4061,18,36.17,255.6761701889286
7275,78,12.1,255.67081132156616
6662,60,39.39,255.6608337855039
5804,33,95.04,255.6599370715094
7813,85,25.68,255.65391928050556
8577,94,42.51,255.6529700479729
6385,84,58.97,255.64414908297084
3728,66,94.62,255.63868530554026
7431,44,47.52,255.63459235315514
9812,91,42.88,255.6303295231767
7254,62,64.75,255.6281245861448
9720,99,37.44,255.6269115274709
8816,61,77.19,255.6206454590284
8238,98,15.42,255.6172640026349
9175,99,19.06,255.6024566000598
8982,13,10.07,255.59835494958304
9505,7,23.69,255.59277781853444
7113,97,16.78,255.59219400612713
7196,68,44.17,255.5746828793907
7401,97,48.62,255.57445719705342
6384,40,42.72,255.57016573944964
7190,58,11.6,255.56534553744453
9667,48,75.66,255.56000267681887
5657,30,87.32,255.5561078438975
9178,96,36.03,255.55376982551542
7341,91,32.92,255.54681732754486
8479,93,67.67,255.5458681404991
9351,41,7.52,255.53915160323479
3448,59,7.35,255.53906153676132
4821,28,74.84,255.53699362694567
9455,26,33.16,255.5312782131944
5869,97,5.76,255.5235155928838
5208,84,70.19,255.50526093832093
8139,68,16.12,255.50100954466419
8923,76,56.36,255.49870751006992
9889,46,60.82,255.49312995047802
5399,78,36.63,255.49211911557276
8694,59,5.36,255.4917792009034
9569,79,95.47,255.48863166936528
6645,91,25.0,255.47931167043402
9869,92,79.37,255.4741550302586
9579,91,70.47,255.46850803212186
6255,16,52.92,255.45860981788388
6985,88,67.32,255.45171385870572
7409,62,14.85,255.4488544775255
8260,65,23.69,255.44367496251874
8689,82,13.23,255.43819908602615
7458,94,74.51,255.43706598294872
4814,76,40.78,255.4366170345251
9599,65,65.81,255.43447562535934
9202,2,9.74,255.43251574254856
9913,59,66.31,255.42444155569518
7125,91,84.92,255.42433938761118
5185,84,13.93,255.41356819061866
9645,83,66.95,255.4132866473226
8030,56,17.3,255.4018218842732
5634,35,34.25,255.39968304748606
9385,27,6.8,255.39915312322628
7099,97,20.67,255.38704020619227
4532,67,54.14,255.3840566870518
9789,99,80.01,255.3784621301079
6483,32,32.9,255.37262362101166
9783,61,23.08,255.37230227031694
5620,78,22.97,255.36852528163416
8612,49,82.41,255.36677187445792
8820,66,59.08,255.36361253858678
6013,80,65.95,255.36080946831794
8016,14,36.11,255.35752492535417
9737,62,31.34,255.342816742408
6928,92,19.1,255.3417813463355
6765,35,25.67,255.33815047074114
7592,44,78.12,255.33700069611754
8305,29,11.18,255.32443156296821
7855,56,56.71,255.3205321694453
9015,69,14.0,255.31761651964166
9427,44,76.33,255.31362646311197
8449,20,35.65,255.31087075862132
8016,58,19.04,255.29758662473563
6527,85,5.79,255.29702432592842
9621,90,77.38,255.28679754824105
9200,88,77.1,255.28646108872286
7510,53,54.81,255.28640263435025
6017,44,24.4,255.28136341490688
6770,86,74.83,255.27576919182061
9160,97,55.63,255.2728907346392
8701,74,74.55,255.26441384254875
9004,75,58.57,255.25848682802987
8805,63,33.32,255.25073798080547
8855,66,77.78,255.24946860238254
8120,13,48.0,255.22194939312456
7744,60,13.57,255.21557649495674
9034,78,73.44,255.21471597422962
8157,78,11.64,255.20816368075512
5869,91,10.66,255.2043404346577
6540,86,50.27,255.19901125564093
6074,98,27.39,255.19734774736466
4328,73,79.68,255.19429144876943
9305,64,91.05,255.18868306549632
6438,53,32.96,255.18297542547282
5067,98,62.78,255.1810953682852
8869,40,9.27,255.17670203412925
4232,85,82.5,255.17382936908538
6473,52,28.48,255.16397579444947
5720,24,29.65,255.15554349936525
8813,42,86.17,255.14999922684027
1873,30,19.63,255.14774890201863
9307,82,61.87,255.14744292812867
9894,65,53.2,255.1412890419302
6981,95,86.83,255.13917254854567
9968,41,67.89,255.13194400890498
6255,55,34.03,255.12901175548416
7034,91,77.66,255.12367957840618
6947,72,11.0,255.11693297713177
5982,95,27.41,255.11443317423652
6475,85,96.36,255.11157217225528
7774,15,29.67,255.11049337579655
6240,42,38.2,255.1014915985889
6383,73,6.81,255.09985505472383
9046,43,61.07,255.09968985682602
7288,58,98.97,255.09781449333374
6485,84,82.59,255.09532570802816
6375,65,82.69,255.0918822949042
9670,36,39.07,255.09041352109116
8188,69,39.53,255.0903051351357
9388,94,11.57,255.09020127019468
7956,93,27.34,255.08730993895563
8665,90,83.57,255.08456431586518
8474,74,26.9,255.07197543614637
5163,50,5.86,255.0691800133452
7507,60,46.35,255.06655311655743
6365,44,24.22,255.06444102322658
5516,93,16.47,255.0481694947863
7450,59,59.87,255.0472090054876
6861,7,28.22,255.0465293939707
6573,98,27.86,255.03508322118407
5133,88,27.49,255.03284101406663
8111,40,72.91,255.03164720901952
8929,62,73.01,255.0280963971608
9844,34,59.08,255.02403791571854
8432,85,52.91,255.02212082289853
1413,83,26.55,255.02098164828092
5560,95,39.07,255.0078353985632
5848,50,20.58,254.99927906016416
5027,61,41.01,254.99418647921544
9794,96,97.41,254.99392616947276
8213,49,65.6,254.99156790799495
5290,92,88.99,254.98883442529288
6576,97,90.99,254.97214808762328
8099,33,71.56,254.97029882019132
8748,72,68.6,254.96631175941144
8037,59,46.68,254.94492776243405
8592,49,50.42,254.93508889568315
7674,87,24.37,254.93052916049308
9829,60,40.23,254.92928675531184
1929,92,33.69,254.9257237549504
7283,93,40.24,254.9254000412651
4789,50,26.38,254.92380442126745
5040,55,19.87,254.91299775539528
5669,47,52.34,254.90999452197752
6540,78,18.88,254.90682335183521
9797,19,30.35,254.90649315864326
8864,42,81.53,254.90561306511637
9112,85,6.54,254.90147476237462
9606,8,10.67,254.892830952957
8741,71,72.02,254.89066785772658
9448,29,8.83,254.87961329056878
7891,40,26.06,254.8793208572871
4606,85,64.83,254.8775989679023
7503,79,10.51,254.87558609551198
8372,76,55.6,254.87486370269409
8925,55,5.09,254.87260018126025
8953,64,42.37,254.87259071636285
7530,82,39.31,254.86793312795626
3566,58,68.67,254.8632020849646
8078,91,7.39,254.86014742965392
7930,94,14.17,254.85417361673842
9610,51,94.28,254.85308534237123
8735,35,29.14,254.85060386286582
3345,43,17.08,254.84015457441836
9443,39,14.04,254.8352836238168
7687,86,52.02,254.8344123222923
8770,49,53.06,254.83318980564604
8193,97,13.82,254.81543460193978
7025,41,54.12,254.8150270429437
6073,49,77.3,254.81346584844812
9857,90,94.66,254.8116873271515
7889,85,47.64,254.81132832541402
7592,30,68.53,254.809850929953
8317,36,20.34,254.8097014217216
6176,61,88.06,254.80967067053987
9574,87,79.8,254.8053913710027
7840,53,30.39,254.80429413773925
4291,99,48.37,254.80307817259336
8345,59,49.45,254.79640139358625
8007,26,64.72,254.7950506600304
6771,70,36.97,254.79131581796725
8312,62,75.04,254.79109143522967
4798,73,63.35,254.7878768147434
7053,62,29.27,254.7827231621627
8026,4,18.58,254.75812220542122
7757,95,62.83,254.75614090471416
6811,24,84.91,254.7483166603042
9248,97,63.55,254.74545941841913
7676,95,75.8,254.74173962539686
9881,73,74.72,254.73690831508114
9426,65,57.5,254.73515767529716
8876,80,95.76,254.7279072617838
4251,48,20.1,254.7272460445263
9513,71,92.83,254.7253067713368
8505,78,65.93,254.71831813409634
2605,96,42.62,254.71595942867918
3563,58,24.7,254.70720114957476
9879,92,23.4,254.7055524065395
4551,65,19.06,254.704605772376
7329,64,66.35,254.6951523693962
9040,98,43.53,254.69428082659454
7325,94,75.24,254.68405642366633
5511,78,32.99,254.68349744071242
5348,77,61.37,254.6754688542744
4785,59,22.77,254.66598171840545
9076,11,77.52,254.66478101935846
9780,93,69.76,254.66252511539003
6228,86,26.78,254.66217604049348
9687,17,16.88,254.6545314706224
6841,76,77.0,254.6518448918161
3715,72,59.39,254.64659218036604
5045,96,56.07,254.64642249681947
9692,41,44.04,254.63707728624297
6549,41,75.52,254.6345361649354
8820,55,14.91,254.63329740707889
4855,74,87.97,254.62929618535614
4927,55,84.44,254.62888027662387
1791,7,10.49,254.627209342904
1906,33,55.13,254.62341250767872
7564,74,56.06,254.62330703416015
8013,91,27.66,254.62173100319737
6839,78,10.46,254.59981692929523
6591,69,94.7,254.5993201998206
7045,81,39.13,254.59153813763442
9830,9,31.69,254.58880907956603
7731,84,24.96,254.5779444445839
6661,68,38.83,254.57160463570074
3691,26,31.84,254.56690881028857
8189,77,43.03,254.565468780012
9297,94,53.5,254.56511849542656
7423,35,84.02,254.56307941617408
7388,93,68.52,254.5614351709346
9716,60,17.7,254.5598342666523
9386,61,41.71,254.5570030412162
5961,85,67.51,254.55533158459585
3591,88,71.02,254.55351442757734
6331,82,82.17,254.55005573044772
3889,62,39.75,254.54808126546092
9762,35,10.69,254.54170896650353
8332,98,69.59,254.53079639871768
6906,43,68.28,254.5301517021083
8939,97,51.06,254.52904218104953
9881,97,35.26,254.52703909517
7735,97,56.81,254.52588286063806
6421,25,23.78,254.52483536018315
7741,24,17.65,254.5205517045506
1440,36,22.08,254.52050579210967
5199,26,12.9,254.52005819915254
8556,27,65.98,254.5159561777416
3715,37,27.92,254.51562402755061
5166,64,24.22,254.51499920210364
4757,66,10.84,254.51260665196867
4048,49,50.82,254.51155004255
5846,63,90.19,254.50738338195265
7593,49,12.73,254.50448446942173
5516,57,81.84,254.50101436831088
9055,49,94.02,254.50078242616667
8958,82,28.78,254.49787557545773
7378,65,98.78,254.49434884232429
5324,95,12.0,254.49237594292947
9674,90,56.08,254.48896481497007
9109,22,16.28,254.48788472443968
5605,89,12.74,254.48442718731448
8661,42,14.19,254.47401322792922
4580,64,56.96,254.47399439987527
7570,60,22.0,254.47295226849522
8985,3,21.95,254.467930657611
2729,76,68.07,254.466816057681
9106,39,9.2,254.46425050749104
9105,52,89.58,254.4604614034187
7644,88,68.55,254.45988195951423
8952,26,10.54,254.45539104651644
8264,49,98.52,254.4550522910915
9087,18,17.25,254.44046713857202
7289,88,75.1,254.43964530631172
9901,16,94.52,254.43929660345017
8168,89,58.69,254.43877313561478
8149,83,24.2,254.43727525512705
2168,53,78.34,254.4258852980638
7477,72,12.07,254.42487804420813
9682,22,78.38,254.42084571491128
9281,97,64.3,254.419409891632
6881,97,49.85,254.4127938158692
3141,70,50.07,254.41224126524466
7832,81,41.84,254.4110053679658
6661,74,70.31,254.40851173981417
3794,10,13.08,254.40516325605293
6325,90,64.75,254.40323035234243
6941,75,35.2,254.40217943912944
8387,87,23.53,254.40125599291616
7387,81,26.97,254.39682110074241
4504,48,9.6,254.3858324738897
5567,60,43.48,254.38436965980566
6824,14,20.85,254.38258315795315
8736,23,71.08,254.38196825211395
5430,53,23.71,254.38072600539093
8076,51,42.79,254.3769814063746
5894,64,39.53,254.3666433323749
9554,50,11.45,254.3663607453724
8084,60,46.03,254.36508342223226
6604,86,20.96,254.36250981654553
8958,84,51.24,254.36196790156995
9008,49,15.72,254.3601760461052
9616,90,6.38,254.35483412826198
2328,68,48.57,254.35027428117223
8232,37,9.76,254.33385770592926
6428,69,12.2,254.32756757971455
8313,36,43.81,254.31652412652454
1067,57,35.02,254.31094868280334
4539,62,57.29,254.30398570990448
9670,95,39.51,254.2942742190178
8629,53,41.1,254.29174850149582
7823,40,41.34,254.28715971709602
8190,83,67.5,254.28466804416988
8655,87,73.47,254.28350502231498
5486,68,11.63,254.28006789903054
7016,86,58.85,254.27989013081705
7235,3,12.47,254.27643148356017
5740,97,68.64,254.27368535017007
7945,59,32.07,254.27330708708155
6765,10,89.73,254.27120619134124
7428,65,14.0,254.27087395093912
8631,73,76.85,254.26819932884248
7343,37,13.16,254.26641247201437
9308,65,29.84,254.26476108520347
6607,88,60.0,254.26369266577603
7587,28,9.86,254.26193698478008
2839,74,72.84,254.25819709096953
9069,18,53.18,254.25587804758234
9819,80,22.04,254.2497566797658
9109,84,91.67,254.2490316930345
4630,87,82.49,254.23638907269336
8320,64,46.96,254.23531572248075
9670,1,20.97,254.23492488680984
7144,41,64.88,254.23475721744265
8115,3,15.37,254.23381180565448
5394,40,21.07,254.22844272786676
9531,66,49.55,254.22674405064103
9062,11,26.28,254.22114661946114
9711,74,11.84,254.22082738035616
2679,91,30.18,254.21764587956108
9911,1,9.11,254.21484631537922
9427,5,80.99,254.2066717088071
7126,48,67.52,254.20155386920104
9567,99,78.96,254.19532009088937
8563,26,40.6,254.19398066615898
5613,90,74.57,254.1933796343842
5768,27,37.74,254.18333685825843
5740,92,32.81,254.17879489407215
9137,85,29.44,254.17499918132162
6945,32,6.04,254.17485057234745
6454,37,86.71,254.17379101714775
8020,29,40.34,254.16780634073086
3054,68,51.36,254.1618276556746
8441,34,7.36,254.1573918188109
4394,60,24.5,254.14816270848866
8259,45,36.73,254.14722538017847
8463,88,41.7,254.14616359783184
6266,92,59.64,254.1460650505205
8370,73,61.26,254.14195833140914
7292,27,90.13,254.13785041172875
8000,96,93.03,254.1313034197689
7230,84,84.64,254.12886605282904
8346,94,55.06,254.12383991090317
6977,65,43.64,254.12049880507828
9407,87,68.81,254.11871287825642
7775,53,45.24,254.1185454792604
1541,3,11.92,254.11693706745703
7183,87,33.33,254.10679303236162
4078,90,56.85,254.1002752556685
4247,90,78.65,254.0949423393908
7794,73,51.73,254.08776896436802
8681,5,59.02,254.08673689404702
7646,3,63.64,254.0849562897259
5946,12,97.04,254.08325943972457
4408,13,17.7,254.08252968966644
3660,46,15.48,254.08073390563294
5936,88,27.87,254.07612108947265
9901,37,29.05,254.0755966736467
5785,14,58.45,254.07539609092765
6416,58,22.01,254.07435134389138
4350,79,20.54,254.07289304792982
8744,95,48.41,254.0677307303306
9194,13,69.55,254.06771559907082
9064,41,21.79,254.0651834838191
6866,28,20.33,254.0651361118427
8864,94,30.21,254.06434613984698
8920,57,66.26,254.0640818729974
5201,68,6.9,254.06347379923506
4768,88,27.83,254.0611460604092
9665,61,84.12,254.05694425372462
6987,79,31.61,254.05476936682476
9769,4,66.39,254.0521197429158
3054,46,81.22,254.05119490666044
5026,76,42.25,254.04825014955742
8329,94,76.88,254.04776459916354
9681,43,59.4,254.0473680464798
9914,92,40.93,254.04353255766807
5364,92,11.34,254.04120223572787
7271,94,33.17,254.04045999700202
6814,12,83.68,254.0374862262178
2195,93,45.68,254.03442207429075
8945,49,21.8,254.01973152450066
7890,87,68.73,254.01829552141837
7672,45,28.48,254.01793909762512
1318,40,46.77,254.01717824881172
5092,84,43.31,254.01644876478016
9019,21,6.16,254.0065049490565
7668,89,9.35,254.00107077148945
9704,90,61.62,253.99668836783138
7175,78,22.76,253.99648033538247
5281,60,9.37,253.99484913683133
9872,69,73.27,253.99338210479067
5162,89,59.47,253.99244855099985
9167,71,54.41,253.98881835308373
8854,20,63.95,253.9879952193233
9619,97,24.73,253.98777185397716
5968,89,20.21,253.983379666338
9457,14,73.76,253.97982790242247
8691,91,37.42,253.9787843596291
7323,44,5.59,253.9757764439878
8554,85,87.16,253.97532348700014
8819,33,8.47,253.9742991226076
6621,65,84.46,253.9730726446715
5848,73,52.59,253.97001668754018
4477,89,72.58,253.96887630071922
5071,40,13.05,253.9658641996411
9264,40,50.17,253.96292848092654
4546,11,41.98,253.95101429658826
9676,69,53.53,253.9475149130256
8448,64,28.82,253.9458492900198
4343,83,25.08,253.9437327081534
8777,74,73.35,253.9377719549666
7470,11,31.34,253.9368185047529
3385,69,9.62,253.93264085244337
9404,34,38.05,253.93027485534992
8621,77,39.46,253.92982172901634
9605,71,71.83,253.92585881409633
6465,33,9.89,253.92541564876134
9276,26,74.69,253.92445929487224
4273,71,46.77,253.9216126748974
4997,78,13.03,253.91690438903393
9366,69,45.15,253.91407660015682
6278,65,34.38,253.91067121247303
6965,7,24.72,253.90742909747928
6531,60,14.82,253.89617647492778
6650,33,28.71,253.89500061070086
8665,91,77.67,253.8909542782456
8489,93,62.64,253.88967256163644
9783,33,83.79,253.88538110029745
4758,76,26.86,253.88469148012078
3847,96,79.71,253.88136293022393
8462,83,98.32,253.87700172916124
7793,87,26.09,253.87600636665277
6166,96,19.13,253.87031538778425
8273,92,24.58,253.86814215968366
6645,82,68.78,253.8633194616445
6678,7,42.8,253.85949586349582
8398,36,65.86,253.85793008387725
1286,75,86.33,253.85780631158914
9767,16,80.47,253.85754456101935
5537,96,48.94,253.85701615605325
8580,93,83.86,253.8518158774852
9565,15,8.21,253.84743344940583
7776,25,59.43,253.84249862305785
8491,73,32.81,253.84192721858753
9581,70,78.18,253.83943245685424
9713,98,38.25,253.8383244323857
2607,35,7.87,253.83784288732153
8812,80,68.96,253.83641815721415
9086,97,27.77,253.8326398233192
6426,42,13.55,253.83251717863047
6501,28,38.77,253.8304341102562
6813,90,24.42,253.82868945637193
4638,56,34.99,253.82653587816299
9389,58,40.68,253.8240473960046
2456,2,16.12,253.82304625414122
8872,82,56.41,253.82163859467053
7122,95,98.94,253.82159675783868
9731,9,36.56,253.81873307966345
8447,83,87.84,253.81699394408798
2648,83,51.61,253.815010514773
3783,41,38.86,253.81496939607743
9175,10,70.88,253.81277588934535
8422,9,13.15,253.81140674557085
7533,68,93.0,253.80737995452617
5213,67,57.96,253.80460006379647
1995,97,22.26,253.8033756085957
8998,6,26.27,253.79962063760826
9331,53,12.78,253.79878230717
8881,60,51.17,253.79663967379207
9851,20,58.13,253.79596526925314
5502,89,60.34,253.7946312786683
3614,92,43.56,253.79343325911188
9772,54,15.8,253.78751898991462
9188,84,90.29,253.7872966358956
8834,25,16.84,253.78281394327522
9266,81,13.26,253.7809140275585
7044,93,96.96,253.77936081853827
7491,72,73.81,253.77457798979253
3157,77,67.67,253.77326687975778
1043,98,12.6,253.7726345268586
7895,50,21.87,253.7725755102844
8653,54,24.73,253.75982695489802
3547,93,37.98,253.7584961960713
7166,56,33.19,253.75644433405543
9331,11,92.69,253.75570285396412
7265,61,82.21,253.75050852708648
7678,88,85.47,253.7478889537351
6865,50,37.14,253.7472289696828
9438,61,31.47,253.74587621617653
6936,24,65.67,253.7379416042649
5991,93,65.37,253.73515435607595
4606,44,41.53,253.73478103256664
7795,73,58.04,253.7307077527876
9144,1,31.9,253.72550069847463
3334,72,57.93,253.72283707789668
9147,16,43.04,253.722302661448
9497,73,8.55,253.72127955437438
5608,90,21.44,253.71578891506653
8029,91,20.47,253.7108653984845
7970,72,76.51,253.70780674116887
3492,86,44.19,253.7051131872603
8624,67,7.71,253.70337738328138
5742,72,51.33,253.69862848887695
4220,32,35.85,253.69380173196416
9001,42,77.39,253.6856873458635
9294,24,74.68,253.68544316074653
5615,29,96.77,253.6854263209332
5608,16,51.33,253.67960009214107
7854,82,53.46,253.67931206647089
7767,29,7.35,253.66948713177655
4997,68,58.79,253.6681539718789
3240,85,13.69,253.66357697008323
7601,70,44.85,253.66074300660833
3461,75,54.62,253.6568150431334
6986,64,81.81,253.65352023345926
8048,80,61.43,253.65263907276088
4176,65,58.63,253.65181444705718
9378,4,9.34,253.64480805430475
7031,82,42.59,253.64197210091754
